,title,budget,revenue,runtime,movie_id,genre
371,The Sandlot: Heading Home,0,0,96,21138,"Family,"
372,Bedtime Stories,80000000,212874864,99,10202,"Fantasy,Comedy,Family,Romance,"
373,Marvel Studios' Black Panther,200000000,1347597973,135,284054,"Action,Adventure,Science Fiction,"
374,Disney Phineas and Ferb: Phineas and Ferb Star Wars,,,,,
375,Viking Warrior Women,0,0,44,691115,"Documentary,History,TV Movie,"
376,Marvel Rising: Operation Shuri,0,0,22,592688,"Family,Animation,Science Fiction,Adventure,"
377,Marvel Rising: Playing With Fire,0,0,44,592689,"Animation,Action,Adventure,Family,"
378,Marvel's Iron Man & Hulk: Heroes United,200000000,1214811252,130,68721,"Action,Adventure,Science Fiction,"
379,Because of Winn-Dixie,14000000,32645546,106,17880,"Family,Comedy,Drama,"
380,"My Dog, the Thief",0,0,88,64277,"Family,Comedy,TV Movie,"
381,Splash,8000000,69821334,111,2619,"Comedy,Fantasy,Romance,"
382,Timmy Failure: Mistakes Were Made,45000000,0,99,550440,"Family,Mystery,Comedy,Fantasy,"
383,Toy Story 4,175000000,1073394593,100,301528,"Family,Adventure,Animation,Comedy,Fantasy,"
384,Descendants 3,15000000,0,106,506574,"Family,TV Movie,Music,Adventure,Fantasy,"
385,Around the World in 80 Days,110000000,72178895,120,10204,"Action,Adventure,Comedy,"
386,Big Business,0,0,97,12710,"Comedy,"
387,Lamp Life,0,0,7,594530,"Animation,Comedy,Family,"
388,The Lion King,45000000,763455561,89,8587,"Family,Animation,Drama,"
389,Destino,5308245,3468053,89,800823,"Comedy,Family,"
390,Forky Asks a Question: What is Reading?,0,0,4,662666,"Animation,Family,Comedy,"
391,Loop,0,0,10,574089,"Animation,Family,"
392,Aladdin (2019),,,,,
393,Forky Asks a Question: What is Cheese?,0,0,3,660867,"Animation,Family,Comedy,"
394,Cars Toon: El Materdor,0,0,3,39030,"Animation,"
395,Cars Toon: Moon Mater,0,0,4,148608,"Animation,Comedy,"
396,Cars Toon: Rescue Squad Mater,0,0,3,56553,"Animation,Family,Comedy,"
397,Cars Toon: Spinning,,,,,
398,Cars Toon: Time Travel Mater,,,,,
399,Cars Toon: Tokyo Mater,,,,,
400,Cars Toon: Unidentified Flying Mater,0,0,4,171536,"Animation,Comedy,Family,Adventure,"
401,Cars Toons: Bugged,,,,,
402,Cool Runnings,14000000,154856263,98,864,"Comedy,Adventure,Drama,"
403,Drain Alcatraz,0,0,45,537287,"Documentary,"
404,Drain The Bermuda Triangle,2000000,4000000,50,423431,"Documentary,"
405,Drain The Great Lakes,0,0,60,215147,"Documentary,"
406,Drain The Ocean: WWII,0,0,45,428843,"Documentary,"
407,Drain The Sunken Pirate City,0,0,47,587026,"Documentary,History,"
408,Drain The Titanic,0,0,46,428950,"Documentary,"
409,Hacksaw,40000000,175302354,139,324786,"Drama,History,War,"
410,Holes,20000000,71406573,117,8326,"Adventure,Family,Drama,Comedy,"
411,Marvel 75 Years: From Pulp to Pop!,0,0,41,299969,"Documentary,"
412,Marvel Rising: Battle of The Bands,0,0,22,592687,"Family,Animation,Action,Comedy,Science Fiction,"
413,Super Rhino,0,0,5,16604,"Animation,Comedy,"
414,Forky Asks a Question: What is a Pet?,0,0,4,660866,"Animation,Family,Comedy,"
415,Star Wars: The Last Jedi (Episode VIII),200000000,1332698830,152,181808,"Adventure,Action,Science Fiction,"
416,Forky Asks a Question: What is a Leader?,0,0,3,660862,"Animation,Family,Comedy,"
417,George of the Jungle 2,12000000,0,87,26264,"Adventure,Comedy,Family,"
418,High School Musical: The Musical: The Series: The Special,0,0,23,658938,"Documentary,Music,"
419,Togo,0,0,95,884363,"Crime,Drama,"
420,Forky Asks a Question: What is a Computer?,0,0,3,660861,"Animation,Family,Comedy,"
421,Wind,0,0,123,1033107,"Crime,Drama,"
422,Forky Asks a Question: What is Love?,0,0,4,660859,"Animation,Family,Comedy,"
423,Marvel Studios' Thor: Ragnarok,180000000,853977126,131,284053,"Action,Adventure,Fantasy,Science Fiction,Comedy,"
424,One Day at Disney,0,0,59,655571,"Documentary,"
425,Expedition Amelia,0,0,95,619271,"Documentary,History,TV Movie,"
426,Glory Road,0,42647449,118,9918,"Drama,History,"
427,Incredible! The Story of Dr. Pol,0,0,44,696888,"Documentary,"
428,Marvel Rising: Chasing Ghosts,0,0,22,576743,"Family,Animation,Action,Adventure,"
429,Marvel Rising: Heart of Iron,0,0,44,583209,"Animation,Family,Science Fiction,Action,"
430,The Incredible Dr. Pol: Blue Ribbon Kids,,,,,
431,Coco,175000000,800526015,105,354912,"Family,Animation,Fantasy,Music,Comedy,Adventure,"
432,Coco (in Spanish),,,,,
433,Forky Asks a Question: What is Time?,0,0,3,660858,"Animation,Family,Comedy,"
434,The Wonderful World of Disney Presents The Little Mermaid Live!,0,0,90,642271,"Music,"
435,Forky Asks a Question: What is Art?,0,0,4,660856,"Animation,Family,Comedy,"
436,"Happy Birthday, Mickey!",,,,,
437,Forky Asks a Question: What is a Friend?,0,0,3,660855,"Animation,Family,Comedy,"
438,10 Things I Hate About You,16000000,53478166,97,4951,"Comedy,Romance,Drama,"
439,101 Dalmatians,54000000,320689294,103,11674,"Family,Comedy,"
440,101 Dalmatians II: Patch's London Adventure,0,0,74,13654,"Family,Adventure,Comedy,Animation,"
441,102 Dalmatians,85000000,183611771,100,10481,"Family,Comedy,"
442,12 Dates of Christmas,0,0,89,81393,"TV Movie,Comedy,Family,Fantasy,Romance,"
443,"20,000 Leagues Under the Sea",5000000,28200000,127,173,"Adventure,Drama,Family,Fantasy,Science Fiction,Action,"
444,A Bug's Life,120000000,363258859,95,9487,"Adventure,Animation,Comedy,Family,"
445,A Goofy Movie,18000000,35348597,78,15789,"Romance,Animation,Family,Comedy,Adventure,"
446,A Kid in King Arthur's Court,0,0,89,37108,"Adventure,Fantasy,Comedy,Science Fiction,Family,"
447,A Knight for a Day,0,0,7,66816,"Animation,"
448,A Ring of Endless Light,0,0,88,126934,"TV Movie,Romance,Drama,Family,"
449,Aladdin (1992),,,,,
450,Aladdin and the King of Thieves,0,0,81,11238,"Adventure,Animation,Family,"
451,Aladdin: The Return of Jafar,3500000,0,69,15969,"Family,Adventure,Animation,Romance,"
452,Alice in Wonderland,200000000,1025467110,108,12155,"Family,Fantasy,Adventure,"
453,Aliens of the Deep,0,0,95,22559,"Documentary,"
454,Alley Cats Strike!,0,0,87,72753,"Family,Drama,Comedy,TV Movie,"
455,Almost Angels,0,0,93,103706,"Comedy,Family,Music,"
456,America's Heart & Soul,0,314402,84,48732,"Documentary,Family,"
457,Amy,0,8413144,128,331781,"Documentary,Music,"
458,An Extremely Goofy Movie,0,0,79,15653,"Animation,Family,Comedy,"
459,Annie,65000000,133821816,119,196867,"Comedy,Drama,Family,"
460,Apollo: Missions To The Moon,0,0,94,613341,"Documentary,History,"
461,Atlantis Rising,0,0,93,447829,"Documentary,Adventure,Mystery,"
462,Atlantis: Milo's Return,0,0,70,8965,"Fantasy,Animation,Science Fiction,Family,Action,"
463,Atlantis: The Lost Empire,120000000,186053725,95,10865,"Animation,Family,Adventure,Science Fiction,"
464,Auntie Edna,0,0,5,546728,"Animation,Comedy,Family,Science Fiction,"
465,Avatar,237000000,2920357254,162,19995,"Action,Adventure,Fantasy,Science Fiction,"
466,Babes in the Woods,16855,0,8,80928,"Animation,"
467,Babes in Toyland,0,0,73,25898,"Comedy,Family,Fantasy,"
468,Bambi,858000,267447150,70,3170,"Animation,Drama,Family,"
469,Bambi II,0,0,72,13205,"Animation,Drama,Family,"
470,Bao,0,0,8,514754,"Animation,Family,Fantasy,"
471,Beach Picnic,0,0,8,53453,"Animation,"
472,Bearly Asleep,0,0,7,54163,"Animation,"
473,Beauty and the Beast: Belle's Magical World,0,0,92,20235,"Animation,Family,"
474,Beauty and the Beast: The Enchanted Christmas,0,0,72,13313,"Animation,Family,Fantasy,"
475,Beezy Bear,0,0,7,54167,"Animation,"
476,Before the Flood,0,0,93,410718,"Documentary,"
477,Benji the Hunted,0,22257624,88,21299,"Action,Adventure,Family,"
478,Big Hero 6,165000000,657827828,102,177572,"Adventure,Family,Animation,Action,Comedy,"
479,Bizarre Dinosaurs,0,0,48,210268,"Documentary,TV Movie,"
480,Blank Check,13000000,0,93,13962,"Comedy,Family,"
481,Boat Builders,0,0,7,66824,"Animation,"
482,Bolt,150000000,309979994,98,13053,"Animation,Family,Adventure,Comedy,"
483,Bone Bandit,0,0,7,164901,"Animation,"
484,Boundin',0,0,5,13062,"Animation,Family,Music,Comedy,"
485,Brave,185000000,538983207,93,62177,"Animation,Adventure,Comedy,Family,Action,Fantasy,"
486,Brave Little Toaster to the Rescue,0,0,74,20378,"Animation,Comedy,Family,Fantasy,"
487,Breaking2,0,0,55,456231,"Documentary,"
488,Brink!,0,0,99,15043,"Drama,TV Movie,Family,"
489,Brother Bear,128000000,250397798,85,10009,"Adventure,Animation,Family,"
490,Brother Bear 2,0,0,73,10010,"Adventure,Animation,Family,"
491,Buffalo Dreams,0,0,90,161594,"TV Movie,Family,Drama,"
492,BURN-E,0,0,8,13413,"Animation,Family,"
493,Cadet Kelly,0,0,101,14008,"Family,TV Movie,Comedy,"
494,Camp Nowhere,0,0,96,17745,"Comedy,Drama,Family,"
495,Camp Rock,0,0,98,13655,"Family,Music,Comedy,Drama,TV Movie,Romance,"
496,Camp Rock 2: The Final Jam,0,0,104,44244,"Comedy,Music,TV Movie,"
497,Can of Worms,0,0,90,82401,"Comedy,Family,Science Fiction,TV Movie,"
498,Candleshoe,0,0,101,14612,"Family,"
499,Canine Caddy,0,0,7,68490,"Animation,Comedy,Family,"
500,Cars,120000000,461983149,117,920,"Animation,Adventure,Comedy,Family,"
501,Cars 2,200000000,559852396,106,49013,"Animation,Family,Adventure,Comedy,"
502,Cars 3,175000000,383925276,102,260514,"Animation,Adventure,Comedy,Family,"
503,Cars Toon: Air Mater,0,0,6,145316,"Animation,Family,"
504,Cars Toon: Heavy Metal Mater,0,0,4,148607,"Animation,"
505,Cars Toon: Hiccups,,,,,
506,Cars Toon: Mater Private Eye,0,0,5,148606,"Animation,Comedy,Family,Mystery,"
507,Cars Toon: Mater the Greater,0,0,4,140967,"Animation,Family,"
508,Cars Toon: Monster Truck Mater,0,0,5,148605,"Animation,Comedy,Family,Adventure,Action,"
509,Cars Toon: The Radiator Springs 500 1/2,0,0,6,286189,"Animation,Family,Comedy,"
510,Casebusters,0,0,47,275337,"Crime,Mystery,Adventure,TV Movie,Family,"
511,Cheetah,0,0,90,27621,"Family,Comedy,Drama,Music,TV Movie,"
512,Chef Donald,0,0,7,53474,"Animation,"
513,Chicken Little,150000000,314432665,81,9982,"Animation,Family,Comedy,"
514,Chip an' Dale,0,0,7,53478,"Animation,Family,"
515,Cinderella,2900000,263591415,74,11224,"Family,Fantasy,Animation,Romance,"
516,Cinderella II: Dreams Come True,5000000,0,74,14128,"Family,Animation,Romance,Fantasy,"
517,Cinderella III: A Twist in Time,0,0,74,16119,"Animation,Romance,Family,Fantasy,"
518,Clock Cleaners,0,0,9,66834,"Animation,"
519,Cloud 9,0,0,90,245473,"Family,Action,Drama,Romance,TV Movie,"
520,College Road Trip,25000000,51549674,83,13493,"Comedy,Family,Action,Adventure,"
521,Confessions of a Teenage Drama Queen,15000000,29331068,89,11132,"Comedy,"
522,Corn Chips,0,0,7,53751,"Animation,Family,"
523,Cow Belles,5000000,0,90,24801,"TV Movie,Comedy,Family,Romance,"
524,Dadnapped,4500000,0,84,22084,"Family,TV Movie,Comedy,Action,Adventure,"
525,Darby O'Gill and the Little People,0,0,93,18887,"Adventure,Family,Fantasy,Romance,"
526,Davy Crockett and the River Pirates,0,0,81,50717,"Action,Adventure,Family,Western,"
527,"Davy Crockett, King of the Wild Frontier",0,0,93,35115,"Action,Adventure,Family,Western,"
528,Day & Night,0,0,113,755566,"Action,Fantasy,Horror,Comedy,"
529,Decorating Disney: Holiday Magic,0,0,58,492690,"Documentary,Music,"
530,Deep Blue,5000000,0,100,703745,"Action,Horror,Science Fiction,"
531,Descendants 2,0,0,111,417320,"Family,Music,Fantasy,TV Movie,Adventure,Action,Romance,"
532,Diary Of A Wimpy Kid,0,0,74,897192,"Animation,Comedy,Family,"
533,Dinosaur,127500000,354248063,82,10567,"Family,Animation,"
534,Disney Adventures in Babysitting,,,,,
535,Disney Avalon High,,,,,
536,Disney Bad Hair Day,,,,,
537,Disney Den Brother,,,,,
538,Disney Descendants,,,,,
539,Disney Girl vs. Monster,,,,,
540,Disney Under The Sea: A Descendants Short Story,,,,,
541,Disney's Fairy Tale Weddings,,,,,
542,Disney's Fairy Tale Weddings: Holiday Magic,,,,,
543,Disney's The Kid,65000000,110317580,104,4244,"Fantasy,Comedy,Family,"
544,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),,,,,
545,Disneynature African Cats,5000000,30857747,89,57586,"Documentary,Adventure,"
546,Disneynature Bears,0,0,78,214314,"Documentary,"
547,Disneynature Born in China,0,0,76,355277,"Documentary,"
548,Disneynature Chimpanzee,5000000,34823764,78,72334,"Documentary,"
549,Disneynature Crimson Wing,,,,,
550,Disneynature Monkey Kingdom,0,16661077,81,295592,"Documentary,"
551,Disneynature Wings of Life,0,0,77,54985,"Documentary,"
552,Don't Look Under the Bed,0,0,93,70772,"TV Movie,Family,Horror,Comedy,"
553,Donald's Golf Game,0,0,8,55397,"Animation,"
554,Donald's Tire Trouble,0,0,7,55462,"Comedy,Animation,"
555,Double Teamed,0,0,92,108204,"TV Movie,Drama,Family,"
556,Doug's 1st Movie,0,0,77,16508,"Animation,Family,Comedy,"
557,DuckTales The Movie: Treasure of the Lost Lamp,0,18115724,74,10837,"Adventure,Animation,Family,Comedy,Fantasy,"
558,Dug's Special Mission,0,0,5,24589,"Animation,Comedy,Family,"
559,Dumbo,812000,1600000,64,11360,"Animation,Family,"
560,Early to Bed,0,0,8,55557,"Animation,"
561,Earth Live,0,0,120,465987,"Documentary,"
562,Easter Island Unsolved,0,0,44,630904,"Documentary,"
563,Eddie's Million Dollar Cook-off,0,0,85,124097,"Comedy,Family,TV Movie,"
564,Eight Below,40000000,120455994,120,9036,"Adventure,Drama,Family,"
565,Emil and the Detectives,0,0,99,4542,"Action,Adventure,Comedy,Crime,"
566,Empire of Dreams: The Story of the Star Wars Trilogy,0,0,151,76180,"Documentary,"
567,Escape to Witch Mountain,0,20000000,97,14821,"Adventure,Fantasy,Science Fiction,Family,"
568,Expedition Mars: Spirit & Opportunity,0,0,88,429324,"Documentary,TV Movie,"
569,Fantasia,2280000,76411819,124,756,"Animation,Family,"
570,Fantasia 2000,80000000,60655420,74,49948,"Animation,Family,Music,"
571,Ferdinand the Bull,66260,0,8,47166,"Animation,Comedy,Family,"
572,Finding Dory,200000000,1028570889,97,127380,"Adventure,Animation,Comedy,Family,"
573,Finding Nemo,94000000,940335536,100,12,"Animation,Family,"
574,First Kid,0,0,101,12559,"Comedy,Family,"
575,Flight of the Navigator,9000000,18564613,90,10122,"Family,Science Fiction,Adventure,"
576,Float,0,0,76,1038043,"Horror,"
577,Flowers and Trees,15887,0,8,106112,"Animation,"
578,Flubber,80000000,177977226,93,9574,"Comedy,Family,Science Fiction,"
579,Food for Feudin',0,0,7,74965,"Animation,Family,"
580,For the Birds,0,0,3,13930,"Animation,Family,Comedy,"
581,Forky Asks a Question: What is Money?,0,0,3,660851,"Animation,Family,Comedy,"
582,Frank and Ollie,0,0,89,42981,"Documentary,"
583,Frankenweenie (Short),,,,,
584,Freaky Friday,26000000,160846332,97,10330,"Comedy,Family,Romance,Fantasy,"
585,Free Solo,0,21790193,100,515042,"Documentary,Adventure,"
586,Frenemies,0,0,86,84105,"Drama,Family,TV Movie,Comedy,"
587,Frozen,150000000,1274219009,102,109445,"Animation,Family,Adventure,Fantasy,"
588,Full-Court Miracle,0,0,90,158265,"TV Movie,Family,"
589,Fun and Fancy Free,0,0,73,46929,"Animation,Family,Music,"
590,Fuzzbucket,0,0,46,210103,"Adventure,Comedy,Family,TV Movie,"
591,Geek Charming,0,0,99,81250,"Comedy,Drama,Family,TV Movie,"
592,Genius,0,5681622,104,267192,"History,Drama,"
593,George & A.J.,0,0,88,918832,"Animation,Adventure,Comedy,"
594,Geri's Game,0,0,4,13929,"Animation,Family,"
595,Get a Clue,0,0,83,26189,"Family,Comedy,Mystery,TV Movie,"
596,Giants of the Deep Blue,0,0,44,546111,"Documentary,"
597,Go Figure,0,0,88,55504,"TV Movie,Comedy,Drama,Family,"
598,Going to the Mat,0,0,96,122987,"TV Movie,Drama,Family,"
599,"Good Luck Charlie, It's Christmas!",0,0,85,81440,"TV Movie,Comedy,Family,"
600,Gotta Kick it Up,0,0,78,124108,"TV Movie,Comedy,Drama,"
601,Grand Canyonscope,0,0,7,61447,"Animation,"
602,Grasshopper and the Ants,22120,0,8,81077,"Animation,"
603,Greyfriars Bobby,0,0,104,73772,"Drama,Family,"
604,Gus,0,0,96,20639,"Comedy,Family,"
605,Halloweentown,0,0,84,27850,"Adventure,Comedy,Family,Fantasy,TV Movie,"
606,Halloweentown High,0,0,82,34560,"Adventure,Comedy,Family,Fantasy,TV Movie,"
607,Halloweentown II: Kalabar's Revenge,0,0,81,34205,"Adventure,Family,Fantasy,TV Movie,"
608,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,7000000,70642966,82,253353,"Documentary,Music,"
609,Hannah Montana The Movie,35000000,155545279,102,18126,"Comedy,Drama,Family,Music,Romance,"
610,Hatching Pete,0,0,90,52699,"Family,Comedy,TV Movie,"
611,Hawaiian Holiday,0,0,8,66872,"Animation,Comedy,Family,"
612,Heavyweights,10000000,17689177,100,14819,"Family,Comedy,Drama,"
613,Herbie Goes Bananas,0,18000000,110,12129,"Fantasy,Comedy,Family,Adventure,"
614,Herbie Goes to Monte Carlo,0,29000000,105,14140,"Romance,Comedy,Family,Action,Adventure,"
615,Herbie Rides Again,0,38229000,88,10869,"Romance,Comedy,Family,Fantasy,"
616,Hercules,85000000,252712101,93,11970,"Animation,Family,Fantasy,Adventure,Comedy,Romance,"
617,High School Musical,4200000,0,98,10947,"Comedy,Drama,Family,Music,Romance,TV Movie,"
618,High School Musical 2,0,7000000,111,13649,"Comedy,Drama,Family,Music,Romance,TV Movie,"
619,High School Musical 3: Senior Year,11000000,252909177,117,11887,"Comedy,Romance,Drama,Family,Music,"
620,Hocus Pocus,30000000,0,107,642885,"Fantasy,Comedy,Family,"
621,Home on the Range,110000000,103951461,76,13700,"Animation,Family,"
622,"Honey, I Blew Up the Kid",40000000,58662452,89,11158,"Adventure,Comedy,Family,Science Fiction,"
623,"Honey, I Shrunk the Kids",18000000,222724172,93,9354,"Adventure,Comedy,Family,Science Fiction,"
624,"Honey, We Shrunk Ourselves",7000000,0,74,11425,"Adventure,Comedy,Family,Science Fiction,Action,"
625,Horse Sense,0,0,92,6980,"Drama,Family,TV Movie,"
626,Hounded,0,0,94,935999,"Horror,Action,Thriller,"
627,How Dogs Got Their Shapes,0,0,44,647672,"Documentary,"
628,How to Build a Better Boy,0,0,90,286987,"Family,Science Fiction,TV Movie,"
629,How to Fish,0,0,7,66884,"Family,Animation,Comedy,"
630,How to Swim,0,0,8,66986,"Animation,"
631,I'll Be Home for Christmas,30000000,0,86,17037,"Comedy,Family,"
632,Ice Age: The Great Egg-Scapade,0,0,25,387893,"Adventure,Animation,Comedy,Family,TV Movie,"
633,Ice Princess,25000000,27645491,98,13374,"Family,Drama,Comedy,"
634,Inner Workings,0,0,7,406785,"Animation,Family,Comedy,"
635,Inside Out,175000000,857611174,95,150540,"Animation,Family,Adventure,Drama,Comedy,"
636,Inspector Gadget,75000000,134400000,78,332,"Action,Adventure,Comedy,Family,"
637,Inspector Gadget 2,12000000,0,89,19766,"Action,Adventure,Comedy,Family,"
638,Into the Grand Canyon,0,0,84,584765,"Documentary,"
639,Into the Okavango,0,0,94,520446,"Documentary,"
640,Invincible,0,57806952,105,11652,"Drama,History,"
641,Invisible Sister,0,0,77,360605,"Fantasy,Adventure,Comedy,TV Movie,"
642,Iron Will,0,21006361,108,24767,"Adventure,Family,Action,"
643,Jack,60000000,218340595,130,75780,"Crime,Drama,Thriller,Action,"
644,Jack-Jack Attack,0,0,5,13932,"Adventure,Animation,Family,"
645,James and the Giant Peach,38000000,28946127,79,10539,"Adventure,Animation,Family,Fantasy,"
646,Jane,50000000,48169156,125,4421,"Action,Drama,"
647,Jingle Pols,,,,,
648,Johnny Kapahala: Back on Board,0,0,90,62527,"Family,Comedy,Drama,TV Movie,"
649,Johnny Tsunami,0,0,88,24020,"Family,TV Movie,Drama,"
650,Jonas Brothers: The Concert Experience,0,0,76,40534,"Documentary,Music,"
651,Journey to Shark Eden,0,0,60,122739,"Documentary,"
652,Journey to the Center of the Earth,45000000,101702060,93,88751,"Action,Science Fiction,Adventure,Comedy,Family,"
653,Jump In!,0,0,85,13968,"Drama,Comedy,Romance,"
654,Jumping Ship,0,0,92,68027,"TV Movie,Family,Drama,Comedy,"
655,Jungle 2 Jungle,32000000,59927618,97,9446,"Comedy,Family,"
656,Jungle Cat,0,0,69,179188,"Documentary,Family,"
657,Kazaam,20000000,18937262,93,11511,"Fantasy,Comedy,Family,"
658,Kim Possible,0,0,86,520720,"Family,Action,Adventure,Comedy,TV Movie,"
659,Kim Possible Movie: So the Drama,,,,,
660,Kingdom of the Apes: Battle Lines,0,0,44,649160,"Documentary,"
661,Kingdom of the Blue Whale,0,0,96,22109,"Documentary,TV Movie,"
662,Kitbull,0,0,9,574074,"Animation,Family,Drama,"
663,Knick Knack Theatrical Short,,,,,
664,Kronk's New Groove,0,0,75,13417,"Animation,Comedy,Family,"
665,La Luna,0,0,142,30636,"Drama,"
666,Lady and the Tramp,4000000,36359037,76,10340,"Family,Animation,Romance,"
667,Lava,0,0,7,286192,"Animation,Family,"
668,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,,,,,
669,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,,,,,
670,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,,,,,
671,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,,,,,
672,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,,,,,
673,Lemonade Mouth,0,0,106,65218,"Drama,Comedy,TV Movie,"
674,Lend a Paw,0,0,8,51024,"Family,Animation,"
675,Leroy & Stitch,0,0,73,21316,"Animation,Comedy,Family,"
676,Let it Shine,0,0,101,114955,"Family,Music,TV Movie,"
677,Life is Ruff,0,0,84,160155,"TV Movie,Comedy,Family,"
678,Life With Mikey,2000000,12440858,91,42580,"Comedy,Family,"
679,Life-Size 2,0,0,81,500284,"Family,Fantasy,"
680,Lifted,0,0,5,13060,"Family,Animation,Science Fiction,"
681,Lilo & Stitch,80000000,273144151,85,11544,"Animation,Family,"
682,Lilo & Stitch 2: Stitch Has a Glitch,80000000,273144151,85,11544,"Animation,Family,"
683,Lonesome Ghosts,0,0,9,32428,"Animation,Comedy,"
684,Lou,0,0,107,429473,"Action,Thriller,Drama,"
685,Luck of the Irish,0,0,86,46004,"Family,TV Movie,Comedy,Adventure,"
686,Luxo Jr.,0,0,2,13925,"Animation,Comedy,"
687,Magician Mickey,0,0,8,66997,"Animation,"
688,Mail Dog,0,0,7,130426,"Animation,"
689,Man Among Cheetahs,0,0,44,649162,"Documentary,"
690,Mars: Inside SpaceX,0,0,46,562685,"History,TV Movie,Documentary,"
691,Marvel Rising: Secret Warriors,0,0,80,491633,"Family,Animation,Action,Comedy,Science Fiction,TV Movie,Adventure,"
692,Marvel Studios: Assembling A Universe,0,0,43,259910,"TV Movie,Documentary,"
693,Marvel Studios: Expanding the Universe,0,0,12,647375,"Documentary,"
694,Marvel Studios' Ant-Man,130000000,519311965,117,102899,"Science Fiction,Action,Adventure,"
695,Marvel Studios' Avengers: Age of Ultron,365000000,1405403694,141,99861,"Action,Adventure,Science Fiction,"
696,Marvel Studios' Avengers: Endgame,356000000,2797800564,181,299534,"Adventure,Science Fiction,Action,"
697,Marvel Studios' Captain America: Civil War,250000000,1153337496,147,271110,"Adventure,Action,Science Fiction,"
698,Marvel Studios' Captain America: The First Avenger,140000000,370569774,124,1771,"Action,Adventure,Science Fiction,"
699,Marvel Studios' Captain America: The Winter Soldier,170000000,714766572,136,100402,"Action,Adventure,Science Fiction,"
700,Marvel Studios' Captain Marvel,152000000,1128276090,124,299537,"Action,Adventure,Science Fiction,"
701,Marvel Studios' Doctor Strange,165000000,677796076,115,284052,"Action,Adventure,Fantasy,"
702,Marvel Studios' Guardians of the Galaxy,170000000,772776600,121,118340,"Action,Science Fiction,Adventure,"
703,Marvel Studios' Guardians of the Galaxy Vol. 2,200000000,863756051,137,283995,"Adventure,Action,Science Fiction,"
704,Marvel Studios' Iron Man,200000000,623933331,124,10138,"Adventure,Action,Science Fiction,"
705,Marvel Studios' Iron Man 2,200000000,623933331,124,10138,"Adventure,Action,Science Fiction,"
706,Marvel Studios' Iron Man 3,200000000,1214811252,130,68721,"Action,Adventure,Science Fiction,"
707,Marvel Studios' The Avengers,220000000,1518815515,143,24428,"Science Fiction,Action,Adventure,"
708,Marvel Studios' Thor,150000000,449326618,115,10195,"Adventure,Fantasy,Action,"
709,Marvel Studios' Thor: The Dark World,170000000,644571402,112,76338,"Action,Adventure,Fantasy,"
710,Mary Poppins,6000000,103082380,139,433,"Comedy,Family,Fantasy,"
711,Mater and the Ghostlight,0,0,7,13934,"Animation,Comedy,Family,Horror,"
712,Meet the Deedles,24000000,4562146,93,40688,"Comedy,Family,"
713,Meet the Robinsons,150000000,169332978,95,1267,"Animation,Comedy,Family,"
714,Melody Time,2000000,0,75,13757,"Music,Family,Animation,Comedy,"
715,Mickey Down Under,0,0,7,67004,"Animation,Family,"
716,"Mickey, Donald, Goofy: The Three Musketeers",0,0,68,21385,"Adventure,Animation,Comedy,Family,"
717,Mickey's Birthday Party,0,0,8,67009,"Animation,Comedy,Family,"
718,Mickey's Christmas Carol,3000000,21000000,26,14813,"Family,Animation,"
719,Mickey's Delayed Date,0,0,7,67043,"Animation,Comedy,"
720,Mickey's Once Upon a Christmas,0,0,66,15400,"Animation,Family,Comedy,"
721,Mickey's Rival,0,0,8,67115,"Animation,Comedy,Family,Romance,"
722,Mickey's Trailer,0,0,7,53219,"Animation,Comedy,"
723,Mickey's Twice Upon a Christmas,10000000,0,68,13378,"Animation,Family,"
724,Mighty Joe Young,90000000,0,114,9822,"Adventure,Family,Action,Fantasy,"
725,Mike's New Car,0,0,3,13931,"Animation,Comedy,Family,Fantasy,"
726,Minutemen,5000000,0,91,22371,"Family,TV Movie,Comedy,Science Fiction,Adventure,"
727,Miracle,28000000,64445708,135,14292,"Drama,History,"
728,Miracle at Midnight,0,0,90,177212,"Drama,"
729,Miracle in Lane 2,0,0,89,77921,"TV Movie,Family,Drama,Comedy,"
730,Miracle Landing on the Hudson,2000000,0,90,256423,"Documentary,"
731,Mission to the Sun,0,0,44,568161,"Documentary,"
732,Moana,150000000,690860472,107,277834,"Adventure,Comedy,Family,Animation,"
733,Mom's Got a Date With a Vampire,0,0,85,92208,"TV Movie,Comedy,Family,Fantasy,Horror,"
734,Monsters University,200000000,743559607,104,62211,"Animation,Family,"
735,"Monsters, Inc.",115000000,579707738,92,585,"Animation,Comedy,Family,"
736,Motocrossed,0,0,91,71885,"TV Movie,Family,Comedy,Drama,Romance,"
737,Mr. Boogedy,0,0,44,365351,"TV Movie,Horror,Adventure,Drama,"
738,Mr. Duck Steps Out,0,0,8,73999,"Animation,"
739,Mr. Mouse Takes a Trip,0,0,8,67132,"Animation,Family,Comedy,"
740,Mulan II,0,0,79,12242,"Animation,Comedy,Family,Action,"
